City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
700,Sulphur Springs,US,33.1385,-95.6011,91.54,51,100,6.91,overcast clouds
701,Canyon,US,34.9803,-101.9188,92.46,29,0,9.48,clear sky
702,Jetalsar,IN,21.7,70.5833,77.54,83,91,6.8,moderate rain
703,Manuk Mangkaw,PH,4.8,119.85,82.04,73,100,2.1,overcast clouds
704,San Luis,AR,-33.295,-66.3356,62.29,19,48,7.0,scattered clouds
705,Quatre Cocos,MU,-20.2078,57.7625,69.91,69,81,9.28,broken clouds
706,Oyama,JP,36.3,139.8,78.58,91,100,7.27,overcast clouds
707,Kaveripattinam,IN,12.4207,78.2166,72.75,90,100,4.54,overcast clouds
708,Touros,BR,-5.1989,-35.4608,74.97,79,0,17.27,clear sky
709,Jacareacanga,BR,-6.2222,-57.7528,84.29,47,98,2.28,overcast clouds
710,Manokwari,ID,-0.8667,134.0833,82.42,63,98,2.13,overcast clouds
711,Cururupu,BR,-1.8283,-44.8683,75.25,90,88,4.34,overcast clouds
712,Shelomi,IL,33.0747,35.1461,77.86,79,13,6.53,few clouds
713,Nuuk,GL,64.1835,-51.7216,41.88,86,100,1.01,overcast clouds
714,Zhob,PK,31.3411,69.4481,74.82,66,0,1.52,clear sky
715,Ajdabiya,LY,30.7554,20.2263,73.76,57,0,10.69,clear sky
716,Yurga,RU,55.7231,84.8861,50.74,53,67,24.34,broken clouds
717,Ust-Tsilma,RU,65.441,52.1498,31.82,91,83,3.85,broken clouds
718,Fukue,JP,32.6881,128.8419,77.36,65,75,13.8,broken clouds
719,Sredneuralsk,RU,56.9892,60.4666,38.55,94,39,5.21,scattered clouds
720,Del Rio,US,29.3627,-100.8968,89.62,45,100,7.72,overcast clouds
721,Chapleau,CA,47.8405,-83.4034,69.89,52,20,2.3,few clouds
722,Sao Borja,BR,-28.6606,-56.0044,59.95,68,22,8.1,few clouds
723,Den Helder,NL,52.9599,4.7593,67.98,93,100,5.99,overcast clouds
724,Lincoln,US,40.8,-96.667,88.27,49,0,4.0,clear sky
725,Lipin Bor,RU,60.2622,37.9763,37.67,95,48,10.38,scattered clouds
726,Saint Andrews,US,34.0454,-81.1293,78.66,70,100,4.97,overcast clouds
727,Sabha,LY,27.0377,14.4283,80.94,36,0,8.5,clear sky
728,Manggar,ID,-2.8833,108.2667,75.33,94,100,3.74,moderate rain
729,Acarau,BR,-2.8856,-40.12,78.01,79,3,18.45,clear sky
730,Chulman,RU,56.8479,124.9104,37.94,93,98,11.1,overcast clouds
731,Matadi,CD,-5.8167,13.45,74.28,84,19,4.54,few clouds
732,Vila Velha,BR,-20.3297,-40.2925,71.55,76,75,5.75,broken clouds
733,Glogow,PL,51.6636,16.0845,57.63,87,99,7.56,overcast clouds
734,Agadez,NE,19.75,10.25,88.63,17,2,15.88,clear sky
735,Yueyang,CN,29.3333,113.0919,80.67,46,100,5.53,overcast clouds
736,Oriximina,BR,-1.7656,-55.8661,79.18,69,88,6.06,overcast clouds
